Departamento,Fecha,Hora,Temperatura,Velocidad_Viento,Precipitacion,Humedad,Pronostico,Ciudad
SANTANDER,2023-04-13,04:00,25.6,0.3,0.1,99.1,Nublado - Llovizna,Barranca
SANTANDER,2023-04-13,05:00,25.3,0.5,0.0,99.4,Nublado,Barranca
SANTANDER,2023-04-13,06:00,25.2,0.2,0.1,99.4,Nublado - Llovizna,Barranca
SANTANDER,2023-04-13,07:00,25.5,0.2,0.0,98.9,Nublado,Barranca
SANTANDER,2023-04-13,08:00,24.2,0.5,0.0,96.4,Nublado,Barranca
SANTANDER,2023-04-13,09:00,25.0,0.8,0.0,93.1,Nublado,Barranca
SANTANDER,2023-04-13,10:00,26.7,0.8,0.0,84.6,Nublado,Barranca
SANTANDER,2023-04-13,11:00,29.0,0.5,0.0,72.5,Nublado,Barranca
SANTANDER,2023-04-13,12:00,30.6,0.4,0.0,65.1,Nublado,Barranca
SANTANDER,2023-04-13,13:00,31.5,0.5,0.0,60.5,Nublado,Barranca
SANTANDER,2023-04-13,14:00,31.6,0.7,0.0,59.4,Nublado,Barranca
SANTANDER,2023-04-13,15:00,31.5,0.8,0.0,60.3,Nublado,Barranca
SANTANDER,2023-04-13,16:00,30.7,0.8,0.0,64.7,Nublado,Barranca
SANTANDER,2023-04-13,17:00,30.6,0.8,0.0,70.8,Nublado,Barranca
